,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
1289,FvD,2022,2022-05-10,"Het ‘coronaherstelfonds’ (dat zonder lockdowns überhaupt niet nodig was geweest), is een fonds voor het realiseren van globalistische doelstellingen die niets met corona te maken hebben. Geld dat voor economisch herstel zou moeten dienen, gaat naar klimaat en diversiteit. #HASHTAG (LINK)",yes,opposition,right,conservative
1290,FvD,2022,2022-07-11,Westerse machten laten zich bij al hun geopolitieke beslissingen leiden door abstracte idealen. Ook ten aanzien van Rusland. Het resultaat is chaos. Luister naar John Laughlands keynote speech tijdens het Oekraïne Symposium: (LINK) #HASHTAG #HASHTAG,yes,opposition,right,conservative
1291,FvD,2023,2023-02-22,VANAVOND: #HASHTAG komt naar Alphen aan den Rijn. Ga het gesprek aan met provinciale lijsttrekker Ewald Kegel en @USER over onze toekomstvisie voor Nederland en de verkiezingen op 15 maart.Aantal tickets is beperkt dus reserveer snel uw plek! (LINK),yes,opposition,right,conservative
1292,PvdA,2023,2023-03-15,"Klaar met werk? Vergeet niet nog even naar het dichtstbijzijnde stembureau te gaan. 🗳️Kies sociaal, stem PARTY!#HASHTAG #HASHTAG #HASHTAG (LINK)",no,opposition,left,progressive
1293,GroenLinks,2022,2022-05-07,"‘En voor alle vrouwen, trans-, en non-binaire personen in Amerika geldt: Your body, your choice.’Kamerlid @USER bij de demonstratie #HASHTAG (LINK)",no,opposition,left,progressive
1294,SP,2022,2022-09-17,"De opbouw van het protest is in volle gang. Straks om 13.00u begint het programma met o.a. de Woonbond, de LSVb, de FNV, pensioen- en ouderenclubs maar ook sprekers als @USER @USER en @USER 📢Pak de winsten, verlaag de rekening! #HASHTAG (LINK)",yes,opposition,left,progressive
1295,ChristenUnie,2022,2022-03-10,Wij willen een veilig thuis bieden aan mensen die dat écht nodig hebben. Wil jij dat ook? Stem dan 16 maart PARTY. #HASHTAG (LINK),no,opposition,left,middle
1296,FvD,2022,2022-05-23,Nu LIVE bij @USER @USER over de A-status van het apenpokkenvirus! (LINK) #HASHTAG,yes,opposition,right,conservative
1297,SP,2022,2022-08-11,Ondanks de nu al hoge werkdruk wil het kabinet nog eens 400 miljoen euro op de verpleeghuiszorg bezuinigen. We moeten nu juist extra investeren.Werk of woon jij in een verpleeghuis of heb je familie of bekenden in een verpleeghuis? Deel jouw ervaring!👉 (LINK) (LINK),yes,opposition,left,progressive
1298,FvD,2022,2022-10-06,De VS profiteert flink van de Nord Stream-sabotage. De Amerikaanse minister van Buitenlandse Zaken noemt de situatie een “tremendous opportunity”. De Europese energiemarkt komt in handen van de VS. Als mogelijke dader hoort het land geen lid te zijn van het onderzoeksteam. #HASHTAG (LINK),yes,opposition,right,conservative
1299,GroenLinks,2022,2022-02-03,"Bijvoorbeeld door een woonplicht in te voeren, zoals PARTY-bestuurders op meerdere plekken in Nederland al hebben gedaan.Zodat situaties als deze eindelijk tot het verleden gaan behoren.(LINK)",no,opposition,left,progressive
1300,D66,2023,2023-03-14,@USER Dat is een stem vooruit 💚 ^Noa,no,coalition,middle,progressive
1301,FvD,2022,2022-05-12,"Morgen gaan onze leden in debat over de nieuwe referendumwet. Jij kunt daarbij zijn om samen met onze Kamerleden, gasten en honderden andere #HASHTAG van deze spectaculaire avond te genieten. De laatste tickets worden verkocht dus meld je snel aan! (LINK) (LINK)",yes,opposition,right,conservative
1302,PVV,2023,2023-02-09,Onbegrijpelijk. Hoe meer pushbacks van illegalen hoe beter. Orbán doet dat zeer succesvol. Terugduwen die illegalen! Deze PARTY/PARTY-motie zorgt voor een aanzuigende werking en dus nog meer illegalen en gelukzoekers uit Afrika en het Midden-Oosten!#HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1303,D66,2022,2022-11-19,@USER Volgens mij zit die zaal toch écht vol 🥸 ^Noa,no,coalition,middle,progressive
1304,PvdA,2022,2022-08-02,@USER @USER @USER Als het aan ons ligt staat die er op de volgende foto wel bij 😉,no,opposition,left,progressive
1305,D66,2022,2022-04-06,"Mensen die te maken hebben gehad met seksueel geweld weten vaak niet waar ze terecht kunnen. De een zoekt een dokter, de ander een agent, advocaat of psycholoog.@USER wil één heldere weg naar hulp voor slachtoffers: een Eerste Hulp na seksueel geweld. 👇 #HASHTAG (LINK)",no,coalition,middle,progressive
1306,GroenLinks,2022,2022-03-09,"📍 AmsterdamHuizen zijn voor mensen niet voor winst! PARTY-Amsterdam voert vanaf 1 april een zelfwoonplicht in. Zodat huizen verkocht worden aan mensen die er willen gaan wonen, niet aan beleggers. 🏡 @USER (LINK)",no,opposition,left,progressive
1307,GroenLinks,2022,2022-02-12,Onze leden hebben vandaag @USER opnieuw gekozen als partijvoorzitter. Gefeliciteerd Katinka! ❤️💚 (LINK),no,opposition,left,progressive
1308,ChristenUnie,2022,2022-11-18,Zoek jij een stageplek middenin de dynamiek van de Haagse politiek? Of ken je iemand bij wie zo'n unieke stage past? Voor onze Tweede Kamerfractie hebben we meerdere vacatures openstaan. Meer weten? Bekijk de vacatures hier: (LINK) (LINK),no,opposition,left,middle
1309,D66,2022,2022-06-21,"Dit was het #HASHTAG Voor het eerst in twee jaar kwamen we weer groots samen. Met volle zalen, stemmingen, nieuwe ontmoetingen en goede gesprekken. Bedankt voor je komst! 💚 (LINK)",no,coalition,middle,progressive
1310,SP,2022,2022-12-17,In @USER vandaag een mooi interview met @USER over haar boek ‘De winst van eerlijk delen’ en haar pleidooi voor radicale democratisering. Lees het nu👇(LINK),yes,opposition,left,progressive
1311,GroenLinks,2022,2022-09-06,"@USER @USER @USER @USER Ons plan maakt een groter verschil voor mensen en zorgt voor zekerheid en stabiliteit van de rekening. Bovendien zit er een maximum op zodat we niet subsidiëren, zodat dat mensen bij wijze van spreken niet ineens de zwembaden in hun villa's gaanverwarmen.",no,opposition,left,progressive
1312,PVV,2022,2022-12-07,Vanwege onpartijdigheid door FIFA gevraagd. Had nog geheim moeten blijven maar ok ik heb ja gezegd. 😁 (LINK),yes,opposition,right,conservative
1313,PVV,2022,2022-09-19,En dan komt het kabinet nu met Prinsjesdag pas met een tijdelijk koopkracht plan. Na maanden erom te hebben gevraagd. Door hun nalatigheid is al zoveel leed geleden. Schulden. Angst. Honger. Armoede. Loonbeslag. Dit kabinet moet daarvoor verantwoordelijkheid nemen en opstappen.,yes,opposition,right,conservative
1314,GroenLinks,2023,2023-03-11,"PARTY ❤️ boeren.Maar we houden niet van de bio-industrie. Het goede nieuws: het kan ook anders. Wij helpen boeren vergroenen. Beter voor dieren, voor kwetsbare natuur én voor boeren zelf. Hun bedrijf wordt er mooier en gezonder van.Kan gewoon.#HASHTAG (LINK)",no,opposition,left,progressive
1315,FvD,2023,2023-02-04,"""#HASHTAG is inmiddels een vaste waarde binnen het politieke bestel. De partij kan rekenen op een aanzienlijke achterban en bovendien blijkt steeds vaker dat ze met haar kritiek de tijd vooruit is."" (LINK)",yes,opposition,right,conservative
1316,PVV,2022,2022-02-23,Dierenvoedselbank Nissewaard#HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1317,FvD,2022,2022-12-31,De overheid heeft een obsessie met “gezondheid”. En daarom worden “ongezonde” producten extra zwaar belast. Zo wordt in 2023 de suikertaks nog verder verhoogd. #HASHTAG vindt dat de overheid zich niet moet bemoeien met wat we eten en drinken. Steun ons! 👉🏼 (LINK) (LINK),yes,opposition,right,conservative
1318,CDA,2022,2022-12-06,"Zelf moeten aantonen dat schade aan je huis is veroorzaakt door een gasopslag? Dat is niet eerlijk.Daarom wil @USER een omgekeerde bewijslast voor schades aan Drentse huizen, veroorzaakt door gasopslagen. Zo wordt dit langdurende probleem eindelijk aangepakt. 💪 (LINK)",no,coalition,middle,conservative
1319,PVV,2022,2022-02-07,30 Kamervragen aan premier Rutte over Soumaya Sahla.De onderste steen moet boven!#HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1320,SP,2022,2022-04-09,Luistertip! 📻Vanmiddag is PARTY-Kamerlid @USER te gast bij @USER over de torenhoge inflatie en de lonen die omhoog moeten.Luister vanaf 12.20 uur mee naar @USER (LINK),yes,opposition,left,progressive
1321,FvD,2022,2022-10-26,"""De boodschap is Nederlanders laatst. En alle anderen eerst.""@USER bij @USER over het woonbeleid van Rutte.#HASHTAG wil woningen voor Nederlanders. (LINK)",yes,opposition,right,conservative
1322,SP,2022,2022-10-30,Ook dit weekend zijn PARTY'ers in allerlei plaatsen weer de straat op gegaan voor onze volkspetitie om de energie te nationaliseren! ⚡️Teken ook👇(LINK) (LINK),yes,opposition,left,progressive
1323,D66,2023,2023-01-12,"@USER @USER @USER Dag Tonny, Sjoerd Sjoerdsma is Kamerlid voor PARTY. Jan Paternotte is fractievoorzitter van PARTY. In Nederland zorgt de hoeveelheid stikstof voor schade aan de natuur.  We scherpen de klimaatwet aan tot tenminste 80% CO2 reductie in 2040 om een schone aarde te kunnen doorgeven. ^Ivo",no,coalition,middle,progressive
1324,PVV,2022,2022-02-03,De terroristen worden hier gewoon heen gehaald. Niemand in Nederland zit hierop te wachten. We worden verraden door dit kabinet. #HASHTAG,yes,opposition,right,conservative
1325,SP,2022,2022-04-12,@USER De steunmanifestatie op 16 april is vanaf 12 uur op het Kruisplein in Rotterdam. Aanmelden kan hier:(LINK),yes,opposition,left,progressive
1326,PvdA,2022,2022-03-08,Vandaag is het #HASHTAG ✊Er is nog een wereld te winnen als het gaat om gelijke rechten voor vrouwen. Daarom gingen we afgelopen weekend samen met duizenden anderen de straat op om mee te doen met de #HASHTAG 🪧📣#HASHTAG (LINK),no,opposition,left,progressive
1327,PVV,2022,2022-05-25,"Schiphol zit muurvast, immigratie loopt de spuigaten uit, groot woningtekort, peperdure boodschappen, torenhoge inflatie, spaarders gepiepeld en ondertussen zit het halve kabinet in Davos aan de kaviaar en de champagne. Stelletje nietsnutten.Ik zeg: #HASHTAG",yes,opposition,right,conservative
1328,ChristenUnie,2022,2022-03-15,"Segers: ""Wat we moeten doen, is ervoor zorgen dat de juiste zorg bij het juiste kind terechtkomt. Nederland is kampioen uithuisplaatsingen. Wat we moeten doen is veel meer opvang in gezinnen. Veel beter zorg bij scholen."" #HASHTAG #HASHTAG (LINK)",no,opposition,left,middle
1329,PVV,2022,2022-04-20,Wegwezen - linea recta ons land uit. Ga maar klagen in Syrië.(LINK),yes,opposition,right,conservative
1330,PvdA,2022,2022-11-14,"Het is vandaag Equal Pay Day!Wist je dat vrouwen nog steeds per uur 13% minder verdienen dan mannen? En dat met dezelfde baan, een vergelijkbaar opleidingsniveau en dezelfde leeftijd en ervaring.Op basis van een werkend levend is dat €300.000 euro. Daar koop je een huis mee! (LINK)",no,opposition,left,progressive
1331,PVV,2023,2023-03-14,Rutte moet weg.Het is tijd voor de PARTY!#HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1332,CDA,2022,2022-11-30,Samenspraak met Derk Boswijk en Cees de Jong (LINK),no,coalition,middle,conservative
1333,SP,2022,2022-02-23,"Terwijl 35 miljard aan klimaatsubsidie voornamelijk naar bedrijven gaat, zitten mensen in de kou omdat zij de energierekening niet kunnen betalen.🤯 Een beter klimaat begint niet bij jezelf, maar bij de vervuilers! @USER #HASHTAG #HASHTAG (LINK)",yes,opposition,left,progressive
1334,FvD,2022,2022-08-26,Het #HASHTAG #HASHTAG was een overweldigend succes! Meer dan 1000 #HASHTAG reisden af naar Nieuwegein om de discussie aan te gaan over het oprukken van de Oosterse grootmacht. Dank aan alle aanwezigen voor deze memorabele avond! (LINK),yes,opposition,right,conservative
1335,CDA,2023,2023-02-13,"De #HASHTAG blijven regionaal gespreid! Wij wilden voorkomen dat expertise uit de regio zou verdwijnen. Zorg concentreren is logisch, maar spreiding door het land blijft voor ons een voorwaarde.Want het gaat pas goed met Nederland als het met alle regio's goed gaat. (LINK)",no,coalition,middle,conservative
1336,FvD,2022,2022-06-28,Het kabinet blijft volhouden dat stikstof slecht is voor de natuur. @USER legt uit waarom dat aantoonbare onzin is.#HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1337,PvdA,2022,2022-03-09,"“Ik eet niet onderweg. Want als ik eet, dan moet ik naar het toilet.”Ruud deelt zijn ervaring en die van andere pakketbezorgers. ⤵️ (LINK)",no,opposition,left,progressive
1338,PvdA,2023,2023-02-04,"""Ik kijk uit naar de campagne en ik hoop dat we na de verkiezingen écht kunnen toewerken naar een linkse, sociale toekomst!""- Mika op het #HASHTAG (LINK)",no,opposition,left,progressive
1339,PvdA,2022,2022-01-18,“Voor het eerst sinds de Tweede Wereldoorlog groeit er nu een generatie kinderen op die het niet beter krijgt dan hun ouders. En ook in Nederland wordt de kloof tussen arm en rijk groter.”@USER in het #HASHTAG over de #HASHTAG,no,opposition,left,progressive
1340,SP,2022,2022-12-23,"Wat hebben mensen met een beperking aan een praatclub of museumbezoek als zij hun huur of boodschappen, laat staan een museumkaartje, niet kunnen betalen? (LINK)",yes,opposition,left,progressive
1341,PvdA,2022,2022-06-01,"""Ik accepteer niet dat er kinderen in dit land zijn die geen gelijke kansen krijgen. Dat het nog steeds uitmaakt waar je woont, hoe je bent opgegroeid, welke cultuur je hebt of wat de kleur van je huid is.""@USER over wat haar drijft. ⤵️ (LINK)",no,opposition,left,progressive
1342,GroenLinks,2022,2022-03-17,"Trots ❤️💚We overtreffen onze beste uitslag voor de gemeenteraadsverkiezingen van vier jaar terug! In meer gemeenten zijn we de grootste partij en we krijgen meer raadsleden dan ooit.Samen maken we Nederland menselijk, eerlijk &amp; duurzaam. Sluit je aan!(LINK) (LINK)",no,opposition,left,progressive
1343,GroenLinks,2022,2022-08-23,"""De boodschap van minister Hoekstra is dat intimideren helpt. Terwijl we weten dat dat niet waar is: stikstofreductie is geen politieke wens maar een uitspraak van de rechter. Iets anders beweren doet geen recht aan de ernst van de situatie.""@USER #HASHTAG",no,opposition,left,progressive
1344,FvD,2022,2022-04-19,"Iedereen weet dat patat ongezond is, zeker als het gebakken is in een chemische zaadolie zoals bij fastfoodrestaurants. Maar de gezondheid van kinderen blijft de verantwoordelijkheid van ouders. De overheid moet zich niet overal mee bemoeien. Laat mensen zelf keuzes maken. #HASHTAG",yes,opposition,right,conservative
1345,D66,2022,2022-09-18,"""We kennen de feiten van de klimaatcrisis. We kennen de gevolgen van de klimaatcrisis. Maar de ellende ‘went’.""- @USER #HASHTAG (LINK)",no,coalition,middle,progressive
1346,ChristenUnie,2022,2022-11-26,"Vandaag zijn we in Amersfoort voor het 47e PARTY Partijcongres. Kan je er niet bij zijn, maar wil je het wel volgen? Kijk dan vanaf 10.00 uur op (LINK) #HASHTAG (LINK)",no,opposition,left,middle
1347,D66,2022,2022-03-15,🏡 Verminderen gasgebruik met betere isolatie. Juist voor tochtige huizen.🌳 Versnellen schone energie.💡 Voorbereiden op de komende winter met vloeibaar gas.Goed voor onafhankelijkheid van Russisch gas. Goed voor het klimaat.#HASHTAG (LINK),no,coalition,middle,progressive
1348,FvD,2022,2022-05-17,"Keer op keer blijft de energietransitie falen. Zonnepanelen bij 75.000 huizen vallen uit wanneer er teveel zon schijnt, omdat het stroomnetwerk het simpelweg niet aankan. #HASHTAG wil per direct stoppen met alle klimaatplannen en de gaswinning in Groningen opschalen. (LINK)",yes,opposition,right,conservative
1349,FvD,2023,2023-02-08,"Schaalvergroting. Het kartel is geobsedeerd met het idee dat groter ook beter is. In de zorg, in het onderwijs, in de politiek, etc. Het toonbeeld van deze 'microfobie' is de annexatie van Haren door Groningen. #HASHTAG wil deze fusie z.s.m. terugdraaien. (LINK)",yes,opposition,right,conservative
1350,GroenLinks,2022,2022-03-07,"""Laat ik helder zijn: alleen Poetin is verantwoordelijk voor deze oorlog.Maar wij hebben ons afhankelijk gemaakt van Russisch gas. Daar moeten we echt zo snel mogelijk mee stoppen.Waar zijn de plannen om minder gas te gaan gebruiken?""- @USER",no,opposition,left,progressive
1351,D66,2022,2022-12-08,@USER Bedankt! 💚,no,coalition,middle,progressive
1352,PVV,2022,2022-03-12,Super wat een enthousiasme en wat veel lieve mensen op de prachtige Haagse markt! Flyeren samen met de kanjer van een Haagse PARTY-lijsttrekker @USER Later meer!#HASHTAG #HASHTAG @USER (LINK),yes,opposition,right,conservative
1353,ChristenUnie,2023,2023-02-24,"We bidden voor Oekraïne. Al een jaar is het oorlog. We hebben geen woorden voor de pijn, angst en het verlies dat zo veel Oekraïners het afgelopen jaar gevoeld hebben. We helpen hen en Oekraïne waar we kunnen. En we staan biddend om hen heen. Bidden jullie mee? 🙏🏼 (LINK)",no,opposition,left,middle
