,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
3244,BBB,2023,2023-01-20,@dereijke87 @Veldhorst__W Als wetenschapper kun je dit vast onderbouwen. Dus kom maar op met de feiten waaruit blijkt dat wij misbruik maken van de rechtsstaat.,yes,opposition,right,conservative
3245,BBB,2022,2022-08-24,"Rijksvastgoed wil in Doetinchem oude gevangenis De Kruisberg verkopen, terwijl dezelfde overheid aangeeft geen geschikte locaties te hebben voor opvang van asielzoekers. @StasJenV  en @RijksvastgoedNL, bel ff met elkaar aub! En spreek met de omwonenden.https://t.co/CeEAon1YyJ",yes,opposition,right,conservative
3246,D66,2022,2022-11-19,@johnvsliedregt Veel plezier vandaag John! ^Kim #D66congres,no,coalition,middle,progressive
3247,FvD,2022,2022-10-04,De energieprijzen zijn vorig jaar al enorm gestegen. Maar nu wordt de #energierekening echt onbetaalbaar voor miljoenen Nederlanders. De oplossing van #FVD: Groningen weer open en belastingen omlaag. Bekijk de eerste aflevering van Forum Inside hier: https://t.co/wnAxNaZZHe https://t.co/0yZyo2wnft,yes,opposition,right,conservative
3248,BBB,2022,2022-04-07,"''Wanneer is het genoeg?'', vraagt @lientje1967 aan Paulusma (D66). ""Het gelieg en gedraai in het drama rond 'functie elders', het achterhouden van informatie rondom 'Afghanistan', de politiek beïnvloede NPO-documentaire van Kaag. Wanneer stoppen we hiermee?""#mondkapjesdeal 1/2👇🏼 https://t.co/KR2hd96Auh",yes,opposition,right,conservative
3249,SGP,2022,2022-04-14,Raadsleden die bij Allah zweren en een twijfelachtige verantwoording over de mondkapjesdeal. Staatsrechtelijk wordt het steeds rommeliger. Dit en meer in het nieuwe SGP-WEEKJOURNAAL. Vanaf nu op YouTube: https://t.co/nzvd88Et86 https://t.co/5DaUtvZlVQ,no,opposition,right,conservative
3250,Volt,2022,2022-05-05,"Vrede op het Europese continent leek haast een gegeven, maar nu blijkt opnieuw dat vrijheid en vrede niet vanzelfsprekend zijn. En juist daarom is het zo belangrijk dat we hier op deze dag bij stilstaan. En juist daarom hebben we een sterk, solidair en democratisch Europa nodig.",no,opposition,middle,progressive
3251,GroenLinks,2022,2022-02-23,"De Participatiewet ziet mensen als potentiële fraudeur. Er moet een fundamentele herziening komen van de sociale zekerheid, met vertrouwen voorop.De menselijke maat moet terug, o.a. door de verplichte terugvordering bij fout met uitkering af te schaffen:https://t.co/xRFkFzj5SO",no,opposition,left,progressive
3252,D66,2023,2023-02-21,Goed nieuws voor studenten! 👏Vanaf aankomend studiejaar ontvangen zij een basisbeurs van 438 euro.,no,coalition,middle,progressive
3253,PvdD,2022,2022-02-08,@plasticvrij @ZwerfvuilH @VVD De PvdD heeft er net een motie ingediend om de sigarettenpeuken weer op de kaart te zetten: https://t.co/lxqz0qQnw4,no,opposition,left,progressive
3254,PvdD,2022,2022-08-24,Kamervragen: https://t.co/BG45YxMu1F,no,opposition,left,progressive
3255,FvD,2022,2022-04-22,Forum voor Democratie breidt elke dag uit. Daarom hebben we een vacature open voor systeembeheer. Ben jij een #FVD’er in hart en nieren en heb je ervaring in je vakgebied? Solliciteer dan nu en word onderdeel van ons geweldige team. https://t.co/Ll4vU7I9qI https://t.co/wYVuEjVTWU,yes,opposition,right,conservative
3256,FvD,2022,2022-09-13,"Zojuist heeft @thierrybaudet een dringend verzoek gedaan aan @Vera_Bergkamp om zijn mondelinge vragen te kiezen voor het vragenuurtje over de zorgwekkende, anti-democratische uitspraken van @DilanYesilgoz tijdens haar HJ Schoo lezing. #FVD https://t.co/yoPX7Cg1nm",yes,opposition,right,conservative
3257,PVV,2023,2023-02-19,Dus @groenlinks Tweede Kamerlid Suzanne Kröger gaat naar een beraad over de vraag of GEWELD gebruikt moet worden om de aanpak van de klimaatdoelen af te dwingen. Gevaarlijk om dat alleen al te overwegen. Wordt GroenLinks nu verboden minister @HankeBruinsSlot? https://t.co/Aat6Wcay8y,yes,opposition,right,conservative
3258,PvdA,2022,2022-05-12,"“Het leed dat de overheid deze mensen heeft aangedaan is zo groot, zo lelijk, zo veelomvattend, dat geen enkele vorm van compensatie passend is.”@khadijaArib over de uit huis geplaatste kinderen als gevolg van het #toeslagenschandaal.#toeslagendebat https://t.co/EvQdF18B6N",no,opposition,left,progressive
3259,BBB,2022,2022-07-23,@Jolanda251173 @Geertjan_Oxe @NAV_AkkerBouwer @SlootLau @MacvanDinther @volkskrant Zo is dat,yes,opposition,right,conservative
3260,GroenLinks,2023,2023-02-21,Woon je in het buitenland? Dan kun je dit jaar voor het eerst stemmen voor de Eerste Kamer! Bijvoorbeeld op @iirisbos of een andere GroenLinks-kandidaat. ❤️💚Meer over stemmen vanuit het buitenland: https://t.co/kkHkiPsDX7,no,opposition,left,progressive
3261,BBB,2022,2022-11-02,"@ErikBooij 1,5 miljoen miljoen",yes,opposition,right,conservative
3262,FvD,2023,2023-02-24,"Wie het hele fragment bekijkt, ziet dat Lukkassen juist betoogt dat het torentje NIET bestormd moet worden. Hij pleit voor inhoudelijk debat. Exact het tegenovergestelde dus van wat Marina beweert. Binnenkort zullen we haar doortrapte werkwijze uitgebreider aan de kaak stellen.",yes,opposition,right,conservative
3263,Volt,2022,2022-11-25,"De EU heeft richtlijnen gesteld voor alle landen. In 2027 moet het water op orde zijn. Zo niet, dan kunnen sancties afgedwongen worden. Ook burgers kunnen het heft in eigen handen neem en een zaak aanspannen, net zoals bij de zaak Urgenda. /3",no,opposition,middle,progressive
3264,BBB,2022,2022-06-19,"@tonfvandijk Hopelijk ga je LTO in het vervolg bij alles wat je schrijft raadplegen en citeren.Wat je zegt is 1, hoe de gemiddelde burger het op zal vatten is 2. Jij kent als geen ander de kracht van woorden. Dit bericht koppelen aan landbouw en een boerenactie is niet pluis.",yes,opposition,right,conservative
3265,BBB,2022,2022-11-05,@IngeborgKeupers Dus jij kunt ook prima rondkomen met maar 1/3 van jouw inkomsten?Hierbij de link om de voor jou overbodige 2/3 van je inkomen aan ons te doneren. Dan zorgen wij dat dit vast bij deze boer terecht komt:https://t.co/aQ1m7s3sQf,yes,opposition,right,conservative
3266,PvdD,2022,2022-07-07,Van harte gefeliciteerd met de benoeming tot wethouder in Amersfoort @Johnasvlammeren  🥳Dankzij de @pvddamersfoort gaat er een dikke streep door de westelijke rondweg in Amersfoort waardoor 2500 bomen gered worden 💪🌳#kappenmetkappen https://t.co/gdRttuoBpI,no,opposition,left,progressive
3267,PvdD,2022,2022-03-10,"@DevSask Wij hebben geen zicht op de situatie, maar we vrezen het ergste.",no,opposition,left,progressive
3268,DENK,2022,2022-03-22,Op dit moment debatteert de Tweede Kamer over de stijgende energieprijzen en daling koopkracht. Via dit draadje word je op de hoogte gehouden. Namens DENK is ⁦@F_azarkan aanwezig om het op te nemen voor de kwetsbaren. Live volgen? https://t.co/H9q1mE2o0B,no,opposition,left,progressive
3269,PVV,2022,2022-04-04,"D66 is de partij van de antidemocraten. Ze haten het volk. Twee derde van de Hongaren stemden voor Viktor #Orbán. Voor vrijheid, nationale soevereiniteit en eigen cultuur, en tegen EU-terreur, islamitische immigratie en lhbti-gekkigheid. Nu Nederland nog! 👍#Antidemocraten66",yes,opposition,right,conservative
3270,DENK,2022,2022-03-15,Wat doe je wanneer je als Haagse burger voor DENK de gemeenteraad in wilt van Den Haag? En wat krijg je wanneer je de feiten door en door kent? Dan krijg je @MohammedGhay tijdens onderstaand verkiezingsdebat. Het zijn verkiezingen dus stem in je stad op DENK! #stemDENK https://t.co/QzNMwBmRLH,no,opposition,left,progressive
3271,PVV,2022,2022-05-31,Alexander @KopsPVV vandaag in vak K bij de behandeling van zijn initiatiefwet om te verbieden dat gemeenten nog langer voorrang geven aan statushouders bij woningtoewijzing!Dat staat hem heel goed daar in vak K 😁 https://t.co/eCwmDRXBuk,yes,opposition,right,conservative
3272,JA21,2022,2022-10-04,Ondanks negatief stemadvies van minister Kaag is de motie @DJEppink aangenomen! Het coronaherstelfonds moet éénmalig blijven. We moeten ook geen nieuwe gemeenschappelijke schulden maken voor nieuwe EU-fondsen. Het is genoeg geweest. https://t.co/qhyyPskujG,yes,opposition,right,conservative
3273,FvD,2022,2022-02-09,Het Groningse gas is van essentieel belang voor de welvaart van Nederland. De energieprijzen blijven maar stijgen en de Groningers zijn nog altijd niet schadeloos gesteld. @FrederikFVD dient 3 moties in om de Groningers te compenseren en energie weer betaalbaar te maken. #FVD https://t.co/jVIS5lpMfr,yes,opposition,right,conservative
3274,PvdD,2022,2022-02-27,"5️⃣9️⃣ Humaan asielbeleid! Gemeenten bieden kleinschalige opvang aan asielzoekers en helpen statushouders bij het vinden van huisvesting, het integreren en het vinden van een passende baan en/of opleiding.#100redenen om #PvdD te stemmen #GR2022 #allekleinebeestjeshelpen",no,opposition,left,progressive
3275,BBB,2022,2022-12-21,draadloos,yes,opposition,right,conservative
3276,BBB,2022,2022-09-06,@Leesbaar @JuisteAntwoord @PVVNH BBB gaat in het merendeel van de Waterschappen met een lijst komen!,yes,opposition,right,conservative
3277,SP,2022,2022-11-11,Heb je zwaar werk? Dan ben jij wisselgeld bij het #pensioendebat Ondanks afspraken pensioenakkoord is er geen (!) regeling om op tijd te stoppen met werken bij zware beroepenStop de koehandel met pensioen van👩‍⚕️👩‍🚒👮👷‍♂️👨‍🔧Strijd mee https://t.co/KXmZ6ff1jK https://t.co/LVU2ay2xRJ,yes,opposition,left,progressive
3278,JA21,2022,2022-09-03,"Kom op Ruben, het is te makkelijk je te verschuilen achter internationale belemmeringen. Er is een rechtse Kamermeerderheid die je niet durft te gebruiken. In je eigen coalitieakkoord staan harde maatregelen tegen uitgeprocedeerde veiligelanders waar jullie niets mee doen.",yes,opposition,right,conservative
3279,JA21,2022,2022-09-09,JA21 trapt de campagne af voor de Provinciale Statenverkiezingen 2023.De macht moet terug naar de burgers. Bevoegdheden moeten terug naar gemeenten en provincies. JA21 staat voor een bestuur dat dienstbaar is aan de bevolking. Niet andersom. https://t.co/R3vHK8RCnZ,yes,opposition,right,conservative
3280,PVV,2022,2022-04-14,Goedemorgen. https://t.co/oZzrueKACY,yes,opposition,right,conservative
3281,BBB,2023,2023-02-12,"@jann1959 @NVerdaasdonk Nee hoor, betaald van de landelijke subsidie, wat kleinere donaties en contributie. En veel spandoeken en vlaggen ook nog besteld en betaald in onze webshop door onze leden en sympathisanten.",yes,opposition,right,conservative
3282,JA21,2022,2022-03-09,Alleen dán kan onze beperkte opvang ingezet worden voor vluchtelingen uit de regio. Het is voor ons onverteerbaar dat de opvang totaal verstopt zit en uitgeprocedeerde veiligelanders niet worden uitgezet. (2/2) https://t.co/t9ppgHFSZi,yes,opposition,right,conservative
3283,SP,2022,2022-12-14,Kom donderdag naar het debat over de pensioenwet in de Tweede Kamer👇https://t.co/lBDP3B4yxk,yes,opposition,left,progressive
3284,PvdD,2022,2022-03-07,"Doen jullie mee aan de Week Zonder Vlees- en Zuivel?, vroegen wij aan alle ministeries. En yesss, het ministerie van Binnenlandse Zaken en die van Landbouw hebben positief gereageerd 💪 🥳. Nu de rest nog. #nationaleweekzondervleesenzuivel #vegan https://t.co/UJ54M7FeFp",no,opposition,left,progressive
3285,PvdD,2022,2022-01-21,"@Dutch_Marti79 Nee, ze zouden huisdieren worden. Maar dat ze hier vandaan moeten komen is natuurlijk heel vreemd.",no,opposition,left,progressive
3286,PvdD,2022,2022-02-21,7️⃣7️⃣ Iedereen heeft recht op schone lucht! 👃💙👉Gemeenten stellen een plan op om ervoor te zorgen dat ze voldoen aan de luchtkwaliteitsnormen van de Wereldgezondheidsorganisatie.100 redenen om #PvdD te stemmen #GR2022 #allekleinebeestjeshelpen,no,opposition,left,progressive
3287,BBB,2022,2022-07-17,En ook dit ettert maar door. Waar is de menselijkheid bij dit kabinet?#longcovidfonds,yes,opposition,right,conservative
3288,PVV,2022,2022-09-30,INFLATIE 17%!Kabinet laat mensen stikken en doet NIKS voor 2022.Ik zet mijn aangifte tegen dit criminele beleid door. https://t.co/Trp8agWOY2 via @telegraaf,yes,opposition,right,conservative
3289,BBB,2023,2023-03-05,@MarcelKnoester1 @annstrikje komt goed!,yes,opposition,right,conservative
3290,JA21,2022,2022-01-11,Volledige opiniestuk: https://t.co/w1qqVQqNZK,yes,opposition,right,conservative
3291,PvdA,2022,2022-09-07,Ook in Europa zitten we niet stil.@pvdaeuropa 💪,no,opposition,left,progressive
3292,BBB,2022,2022-12-13,@jpaternotte droom maar door,yes,opposition,right,conservative
3293,BBB,2022,2022-10-28,Twijfel jij ook nog? Dat is nu niet meer nodig. Hier kun je je aanmelden⤵️Good Goan! BBB. (6/6)https://t.co/sh2LS5O1Jq,yes,opposition,right,conservative
3294,JA21,2023,2023-03-02,"Het vertrouwen in de politiek daalt niet door de versplintering, maar door het kabinet dat telkens haar beloftes niet nakomt. #JA21 zet zich in voor herstel van de vertrouwensbreuk door realistische plannen naar de Kamer te brengen. @Eerdmans bij @WNLVandaag#HetMoetEchtAnders https://t.co/4aZMXjoiQj",yes,opposition,right,conservative
3295,PvdA,2023,2023-03-03,"“We moeten meer bouwen, maar het moet vooral betaalbaar worden. Wij kiezen voor een sociaal woningbeleid waar we niet de markt laten domineren, maar écht wat mensen nodig hebben.”@attjekuiken bij het #radiodebat. #nederlandkiest https://t.co/kw23GFkZFG",no,opposition,left,progressive
3296,BIJ1,2022,2022-01-19,▶️ De volledige bijdrage: https://t.co/YBY8zMYxu8,no,opposition,left,progressive
3297,BBB,2022,2022-02-13,@biogroko @rivm Het probleem is dat we steeds alles minimaal een half jaar te vroeg inbrengen @lientje1967 !We moeten temporiseren.... De gevestigde orde gaat het anders niet volhouden.. 😉,yes,opposition,right,conservative
3298,FvD,2022,2022-03-09,".@jpaternotte beschuldigde @GideonvMeijeren zojuist in de Tweede Kamer van het steunen van intimidatie en bedreigingen. Dit is uiteraard onjuist, Paternotte is in het nepnieuws van de NPO getrapt! 1/2 #FVD #debat https://t.co/8pdEOW1aRp",yes,opposition,right,conservative
3299,JA21,2022,2022-12-13,"Nederland verandert langzaam in één groot windturbinepark. Wij offeren onze unieke horizon op aan inefficiënte, dure en onbetrouwbare energieopwekking. Niet alleen schadelijk voor vogels, ook voor mensen. @Eerdmans stelt vragen naar aanleiding van de docu van #Zembla. #Bromtoon https://t.co/xZx5INWIlj",yes,opposition,right,conservative
3300,FvD,2023,2023-03-10,We ontvangen nu om de 10 seconden een donatie. Wat een gigantische boost voor onze campagne!Geef #FVD maximale slagkracht voor 15 maart! Ga naar https://t.co/hIo3yq4s0b! https://t.co/uq0mMRIYnP,yes,opposition,right,conservative
3301,BBB,2022,2022-10-26,"@EvaReports @erikpjverweij Jelle komt daar niet belangeloos voor op. Hij leeft er van: https://t.co/8TXCitSeeiPrima hoor, maar het is geen vrijwilligerswerk.",yes,opposition,right,conservative
3302,SP,2022,2022-03-15,Honderdduizenden kinderen in ons land groeien op in armoede. Beschamend voor een rijk land dat nog steeds kinderen zonder ontbijt naar school moeten. Wie stemden tegen ons voorstel voor het aanpakken van kinderarmoede?#nosdebat #strijdmee https://t.co/br7s8hbokz,yes,opposition,left,progressive
3303,BIJ1,2022,2022-04-05,De kans om de schade van de klimaatcrisis enigszins te beperken lijkt verkeken. Een ongekende ramp.Het rapport is glashelder: de relatie tussen macht en kapitalistische belangen is schuldig.Het is nú tijd voor radicale systeemverandering. https://t.co/iWpkFsGjTL,no,opposition,left,progressive
3304,JA21,2022,2022-10-22,Joost @Eerdmans en @DJEppink op werkbezoek bij een prachtige melkveehouderij in Renswoude. Al generaties wordt dit familiebedrijf doorgegeven. Maar nu zitten ze compleet klem door de keuzes van Rutte4. Onze landbouwsector hoort bij de beste ter wereld. Zuinig op zijn! (1/3) https://t.co/sZyTWTWHgF,yes,opposition,right,conservative
3305,FvD,2022,2022-07-11,"Morgen stemt de Eerste Kamerfractie van #FVD TEGEN #CETA, een voor Nederland zéér nadelig verdrag tussen de EU en Canada. Twee jaar geleden hield @thierrybaudet in de Tweede Kamer een legendarische speech van 1,5 uur over dit globalistische pact: https://t.co/87B1N2oT2A",yes,opposition,right,conservative
3306,BBB,2022,2022-07-02,@JantenCate @Irene58768318 @MichielT37 @DennisPochenk Je bent in de war met grondstoffenhandelaren die producten via de haven van Rotterdam de rest van Europa inbrengen....,yes,opposition,right,conservative
3307,BBB,2022,2022-11-25,Toch wil de minister niet voldoen aan alle punten uit de Raadsaanbeveling. BBB heeft daarover uitleg gevraagd. (2/2) Lees al onze vragen hier:https://t.co/VtY6YyCvZt,yes,opposition,right,conservative
3308,Volt,2022,2022-08-28,"Terwijl crises steeds urgenter en bedreigender worden, kampen cruciale sectoren met enorme tekorten. Het STAP-budget is ondoelmatig, en moet hervormd worden: door actief te sturen op beroepen die onze veiligheid en vrijheid in de toekomst garanderen!https://t.co/S7RQu5OtoA",no,opposition,middle,progressive
3309,D66,2022,2022-11-19,@JorenNoorlander Veel plezier en succes Joren! 😁 ^Kim #D66congres,no,coalition,middle,progressive
3310,FvD,2022,2022-11-03,"Morgen geeft #FVD-fractiemedewerker en gezondheidsfanaat Rick de Vries een borrellezing over de voordelen van rauwe #melk en andere dierlijke producten. Zorg dat je erbij bent!Tijd: 17:00 uurLocatie: Herengracht 74, AmsterdamTickets ⤵️ https://t.co/lCW3ihEZKa",yes,opposition,right,conservative
